# time[s], T9[GK], density[g/cm^3], R[km], Ye

8.3253e-03 5.2004e+00 2.8182e+07 6.9342e+02 0.18834
8.3643e-03 5.1931e+00 2.8063e+07 6.9439e+02 0.18834
8.4032e-03 5.1858e+00 2.7946e+07 6.9536e+02 0.18834
8.4420e-03 5.1786e+00 2.7830e+07 6.9633e+02 0.18834
8.4807e-03 5.1715e+00 2.7714e+07 6.9730e+02 0.18834
8.5192e-03 5.1643e+00 2.7600e+07 6.9826e+02 0.18834
8.5577e-03 5.1572e+00 2.7486e+07 6.9922e+02 0.18834
8.5961e-03 5.1502e+00 2.7374e+07 7.0017e+02 0.18834
8.6343e-03 5.1432e+00 2.7262e+07 7.0113e+02 0.18834
8.6725e-03 5.1362e+00 2.7151e+07 7.0208e+02 0.18835
8.7105e-03 5.1293e+00 2.7041e+07 7.0303e+02 0.18835
8.7485e-03 5.1224e+00 2.6932e+07 7.0398e+02 0.18835
8.7864e-03 5.1155e+00 2.6824e+07 7.0492e+02 0.18835
8.8242e-03 5.1087e+00 2.6717e+07 7.0587e+02 0.18835
8.8618e-03 5.1019e+00 2.6610e+07 7.0681e+02 0.18835
8.8994e-03 5.0951e+00 2.6505e+07 7.0774e+02 0.18835
8.9370e-03 5.0884e+00 2.6400e+07 7.0868e+02 0.18835
8.9744e-03 5.0817e+00 2.6296e+07 7.0961e+02 0.18835
9.0117e-03 5.0750e+00 2.6192e+07 7.1055e+02 0.18835
9.0490e-03 5.0684e+00 2.6090e+07 7.1148e+02 0.18835
9.0862e-03 5.0618e+00 2.5988e+07 7.1240e+02 0.18835
9.1233e-03 5.0552e+00 2.5887e+07 7.1333e+02 0.18835
9.1603e-03 5.0487e+00 2.5787e+07 7.1425e+02 0.18835
9.1972e-03 5.0422e+00 2.5687e+07 7.1517e+02 0.18835
9.2341e-03 5.0357e+00 2.5588e+07 7.1609e+02 0.18836
9.2709e-03 5.0293e+00 2.5490e+07 7.1701e+02 0.18836
9.3077e-03 5.0228e+00 2.5393e+07 7.1793e+02 0.18836
9.3443e-03 5.0164e+00 2.5296e+07 7.1884e+02 0.18836
9.3809e-03 5.0101e+00 2.5200e+07 7.1976e+02 0.18836
9.4174e-03 5.0037e+00 2.5104e+07 7.2067e+02 0.18836
9.4539e-03 4.9974e+00 2.5009e+07 7.2158e+02 0.18836
9.4903e-03 4.9911e+00 2.4915e+07 7.2249e+02 0.18836
9.5268e-03 4.9849e+00 2.4821e+07 7.2340e+02 0.18836
9.5632e-03 4.9786e+00 2.4728e+07 7.2431e+02 0.18836
9.5996e-03 4.9724e+00 2.4635e+07 7.2521e+02 0.18836
9.6359e-03 4.9662e+00 2.4543e+07 7.2612e+02 0.18836
9.6721e-03 4.9600e+00 2.4452e+07 7.2702e+02 0.18836
9.7083e-03 4.9539e+00 2.4361e+07 7.2793e+02 0.18837
9.7444e-03 4.9477e+00 2.4270e+07 7.2883e+02 0.18837
9.7805e-03 4.9416e+00 2.4181e+07 7.2973e+02 0.18837
9.8165e-03 4.9355e+00 2.4092e+07 7.3063e+02 0.18837
9.8571e-03 4.9287e+00 2.3992e+07 7.3164e+02 0.18837
9.8975e-03 4.9219e+00 2.3893e+07 7.3265e+02 0.18837
9.9377e-03 4.9152e+00 2.3795e+07 7.3365e+02 0.18837
9.9779e-03 4.9085e+00 2.3698e+07 7.3465e+02 0.18837
1.0018e-02 4.9018e+00 2.3601e+07 7.3565e+02 0.18837
1.0058e-02 4.8952e+00 2.3505e+07 7.3665e+02 0.18837
1.0098e-02 4.8885e+00 2.3410e+07 7.3765e+02 0.18837
1.0138e-02 4.8820e+00 2.3315e+07 7.3865e+02 0.18837
1.0178e-02 4.8754e+00 2.3221e+07 7.3964e+02 0.18837
1.0218e-02 4.8689e+00 2.3128e+07 7.4063e+02 0.18837
1.0257e-02 4.8623e+00 2.3035e+07 7.4163e+02 0.18838
1.0297e-02 4.8559e+00 2.2943e+07 7.4262e+02 0.18838
1.0337e-02 4.8494e+00 2.2852e+07 7.4360e+02 0.18838
1.0376e-02 4.8430e+00 2.2761e+07 7.4459e+02 0.18838
1.0416e-02 4.8366e+00 2.2671e+07 7.4558e+02 0.18838
1.0455e-02 4.8302e+00 2.2582e+07 7.4656e+02 0.18838
1.0495e-02 4.8239e+00 2.2493e+07 7.4754e+02 0.18838
1.0534e-02 4.8175e+00 2.2404e+07 7.4853e+02 0.18838
1.0573e-02 4.8112e+00 2.2317e+07 7.4951e+02 0.18838
1.0612e-02 4.8049e+00 2.2229e+07 7.5048e+02 0.18838
1.0652e-02 4.7987e+00 2.2143e+07 7.5146e+02 0.18838
1.0691e-02 4.7925e+00 2.2057e+07 7.5244e+02 0.18838
1.0730e-02 4.7863e+00 2.1971e+07 7.5341e+02 0.18839
1.0769e-02 4.7801e+00 2.1886e+07 7.5439e+02 0.18839
1.0808e-02 4.7739e+00 2.1802e+07 7.5536e+02 0.18839
1.0858e-02 4.7661e+00 2.1694e+07 7.5660e+02 0.18839
1.0907e-02 4.7584e+00 2.1589e+07 7.5783e+02 0.18839
1.0956e-02 4.7507e+00 2.1485e+07 7.5906e+02 0.18839
1.1005e-02 4.7430e+00 2.1381e+07 7.6028e+02 0.18839
1.1054e-02 4.7354e+00 2.1278e+07 7.6150e+02 0.18839
1.1103e-02 4.7279e+00 2.1177e+07 7.6272e+02 0.18839
1.1152e-02 4.7203e+00 2.1076e+07 7.6394e+02 0.18840
1.1200e-02 4.7128e+00 2.0975e+07 7.6515e+02 0.18840
1.1249e-02 4.7054e+00 2.0876e+07 7.6637e+02 0.18840
1.1297e-02 4.6980e+00 2.0777e+07 7.6758e+02 0.18840
1.1346e-02 4.6906e+00 2.0679e+07 7.6879e+02 0.18840
1.1394e-02 4.6832e+00 2.0582e+07 7.6999e+02 0.18840
1.1443e-02 4.6759e+00 2.0486e+07 7.7120e+02 0.18840
1.1491e-02 4.6686e+00 2.0390e+07 7.7240e+02 0.18840
1.1539e-02 4.6613e+00 2.0295e+07 7.7361e+02 0.18840
1.1587e-02 4.6541e+00 2.0201e+07 7.7481e+02 0.18840
1.1635e-02 4.6469e+00 2.0107e+07 7.7601e+02 0.18841
1.1683e-02 4.6398e+00 2.0015e+07 7.7720e+02 0.18841
1.1731e-02 4.6326e+00 1.9923e+07 7.7840e+02 0.18841
1.1779e-02 4.6255e+00 1.9831e+07 7.7959e+02 0.18841
1.1827e-02 4.6185e+00 1.9740e+07 7.8079e+02 0.18841
1.1875e-02 4.6114e+00 1.9650e+07 7.8198e+02 0.18841
1.1922e-02 4.6044e+00 1.9561e+07 7.8317e+02 0.18841
1.1970e-02 4.5975e+00 1.9472e+07 7.8435e+02 0.18841
1.2017e-02 4.5905e+00 1.9384e+07 7.8554e+02 0.18841
1.2065e-02 4.5836e+00 1.9297e+07 7.8673e+02 0.18841
1.2112e-02 4.5767e+00 1.9210e+07 7.8791e+02 0.18842
1.2160e-02 4.5699e+00 1.9123e+07 7.8909e+02 0.18842
1.2207e-02 4.5630e+00 1.9038e+07 7.9028e+02 0.18842
1.2254e-02 4.5562e+00 1.8953e+07 7.9146e+02 0.18842
1.2302e-02 4.5494e+00 1.8868e+07 7.9263e+02 0.18842
1.2349e-02 4.5427e+00 1.8784e+07 7.9381e+02 0.18842
1.2396e-02 4.5360e+00 1.8701e+07 7.9499e+02 0.18842
1.2443e-02 4.5293e+00 1.8618e+07 7.9616e+02 0.18842
1.2490e-02 4.5226e+00 1.8536e+07 7.9734e+02 0.18843
1.2537e-02 4.5159e+00 1.8455e+07 7.9851e+02 0.18843
1.2584e-02 4.5093e+00 1.8374e+07 7.9968e+02 0.18843
1.2631e-02 4.5027e+00 1.8293e+07 8.0086e+02 0.18843
1.2678e-02 4.4962e+00 1.8213e+07 8.0203e+02 0.18843
1.2725e-02 4.4896e+00 1.8134e+07 8.0320e+02 0.18843
1.2772e-02 4.4831e+00 1.8054e+07 8.0437e+02 0.18843
1.2819e-02 4.4765e+00 1.7976e+07 8.0554e+02 0.18843
1.2866e-02 4.4700e+00 1.7898e+07 8.0671e+02 0.18843
1.2913e-02 4.4636e+00 1.7820e+07 8.0788e+02 0.18844
1.2960e-02 4.4571e+00 1.7743e+07 8.0905e+02 0.18844
1.3006e-02 4.4507e+00 1.7666e+07 8.1022e+02 0.18844
1.3053e-02 4.4443e+00 1.7590e+07 8.1138e+02 0.18844
1.3100e-02 4.4379e+00 1.7515e+07 8.1255e+02 0.18844
1.3147e-02 4.4316e+00 1.7440e+07 8.1372e+02 0.18844
1.3193e-02 4.4252e+00 1.7365e+07 8.1488e+02 0.18844
1.3240e-02 4.4189e+00 1.7291e+07 8.1604e+02 0.18844
1.3287e-02 4.4127e+00 1.7217e+07 8.1721e+02 0.18845
1.3333e-02 4.4064e+00 1.7144e+07 8.1837e+02 0.18845
1.3387e-02 4.3992e+00 1.7060e+07 8.1971e+02 0.18845
1.3440e-02 4.3920e+00 1.6977e+07 8.2104e+02 0.18845
1.3494e-02 4.3849e+00 1.6895e+07 8.2237e+02 0.18845
1.3547e-02 4.3778e+00 1.6813e+07 8.2370e+02 0.18845
1.3600e-02 4.3708e+00 1.6732e+07 8.2503e+02 0.18845
1.3654e-02 4.3638e+00 1.6651e+07 8.2636e+02 0.18846
1.3707e-02 4.3568e+00 1.6571e+07 8.2769e+02 0.18846
1.3760e-02 4.3498e+00 1.6492e+07 8.2902e+02 0.18846
1.3813e-02 4.3428e+00 1.6413e+07 8.3034e+02 0.18846
1.3866e-02 4.3359e+00 1.6334e+07 8.3167e+02 0.18846
1.3919e-02 4.3290e+00 1.6257e+07 8.3299e+02 0.18846
1.3972e-02 4.3222e+00 1.6179e+07 8.3431e+02 0.18846
1.4025e-02 4.3153e+00 1.6103e+07 8.3564e+02 0.18846
1.4078e-02 4.3085e+00 1.6027e+07 8.3696e+02 0.18847
1.4131e-02 4.3017e+00 1.5951e+07 8.3828e+02 0.18847
1.4184e-02 4.2950e+00 1.5876e+07 8.3960e+02 0.18847
1.4237e-02 4.2882e+00 1.5801e+07 8.4092e+02 0.18847
1.4290e-02 4.2815e+00 1.5727e+07 8.4224e+02 0.18847
1.4343e-02 4.2748e+00 1.5654e+07 8.4355e+02 0.18847
1.4395e-02 4.2682e+00 1.5580e+07 8.4487e+02 0.18848
1.4448e-02 4.2615e+00 1.5508e+07 8.4619e+02 0.18848
1.4501e-02 4.2549e+00 1.5436e+07 8.4750e+02 0.18848
1.4554e-02 4.2483e+00 1.5364e+07 8.4882e+02 0.18848
1.4606e-02 4.2417e+00 1.5293e+07 8.5013e+02 0.18848
1.4659e-02 4.2352e+00 1.5222e+07 8.5145e+02 0.18848
1.4712e-02 4.2287e+00 1.5152e+07 8.5276e+02 0.18848
1.4768e-02 4.2217e+00 1.5077e+07 8.5416e+02 0.18849
1.4823e-02 4.2149e+00 1.5004e+07 8.5555e+02 0.18849
1.4879e-02 4.2081e+00 1.4932e+07 8.5693e+02 0.18849
1.4933e-02 4.2014e+00 1.4861e+07 8.5830e+02 0.18849
1.4988e-02 4.1947e+00 1.4790e+07 8.5966e+02 0.18849
1.5042e-02 4.1882e+00 1.4721e+07 8.6101e+02 0.18849
1.5096e-02 4.1816e+00 1.4652e+07 8.6235e+02 0.18850
1.5150e-02 4.1752e+00 1.4584e+07 8.6369e+02 0.18850
1.5203e-02 4.1688e+00 1.4517e+07 8.6502e+02 0.18850
1.5256e-02 4.1624e+00 1.4451e+07 8.6634e+02 0.18850
1.5308e-02 4.1561e+00 1.4385e+07 8.6765e+02 0.18850
1.5361e-02 4.1498e+00 1.4320e+07 8.6896e+02 0.18850
1.5413e-02 4.1436e+00 1.4256e+07 8.7026e+02 0.18851
1.5465e-02 4.1375e+00 1.4193e+07 8.7156e+02 0.18851
1.5517e-02 4.1313e+00 1.4130e+07 8.7285e+02 0.18851
1.5568e-02 4.1253e+00 1.4068e+07 8.7413e+02 0.18851
1.5619e-02 4.1192e+00 1.4006e+07 8.7541e+02 0.18851
1.5670e-02 4.1133e+00 1.3945e+07 8.7669e+02 0.18851
1.5721e-02 4.1073e+00 1.3885e+07 8.7796e+02 0.18851
1.5772e-02 4.1014e+00 1.3825e+07 8.7922e+02 0.18852
1.5823e-02 4.0955e+00 1.3766e+07 8.8048e+02 0.18852
1.5873e-02 4.0897e+00 1.3707e+07 8.8174e+02 0.18852
1.5923e-02 4.0839e+00 1.3649e+07 8.8299e+02 0.18852
1.5982e-02 4.0771e+00 1.3581e+07 8.8445e+02 0.18852
1.6040e-02 4.0705e+00 1.3514e+07 8.8590e+02 0.18852
1.6097e-02 4.0639e+00 1.3449e+07 8.8734e+02 0.18853
1.6155e-02 4.0573e+00 1.3384e+07 8.8878e+02 0.18853
1.6212e-02 4.0508e+00 1.3319e+07 8.9021e+02 0.18853
1.6270e-02 4.0443e+00 1.3255e+07 8.9163e+02 0.18853
1.6326e-02 4.0379e+00 1.3192e+07 8.9305e+02 0.18853
1.6383e-02 4.0315e+00 1.3130e+07 8.9447e+02 0.18854
1.6440e-02 4.0251e+00 1.3068e+07 8.9588e+02 0.18854
1.6496e-02 4.0188e+00 1.3007e+07 8.9728e+02 0.18854
1.6552e-02 4.0126e+00 1.2946e+07 8.9869e+02 0.18854
1.6608e-02 4.0063e+00 1.2886e+07 9.0008e+02 0.18854
1.6664e-02 4.0002e+00 1.2826e+07 9.0147e+02 0.18854
1.6720e-02 3.9940e+00 1.2767e+07 9.0286e+02 0.18855
1.6775e-02 3.9879e+00 1.2708e+07 9.0425e+02 0.18855
1.6830e-02 3.9818e+00 1.2650e+07 9.0563e+02 0.18855
1.6886e-02 3.9758e+00 1.2593e+07 9.0700e+02 0.18855
1.6941e-02 3.9698e+00 1.2536e+07 9.0838e+02 0.18855
1.6995e-02 3.9638e+00 1.2479e+07 9.0975e+02 0.18856
1.7050e-02 3.9578e+00 1.2423e+07 9.1111e+02 0.18856
1.7105e-02 3.9519e+00 1.2368e+07 9.1247e+02 0.18856
1.7159e-02 3.9461e+00 1.2313e+07 9.1383e+02 0.18856
1.7214e-02 3.9402e+00 1.2258e+07 9.1519e+02 0.18856
1.7268e-02 3.9344e+00 1.2204e+07 9.1654e+02 0.18857
1.7322e-02 3.9286e+00 1.2150e+07 9.1789e+02 0.18857
1.7376e-02 3.9228e+00 1.2097e+07 9.1924e+02 0.18857
1.7430e-02 3.9171e+00 1.2044e+07 9.2059e+02 0.18857
1.7484e-02 3.9114e+00 1.1991e+07 9.2193e+02 0.18857
1.7537e-02 3.9057e+00 1.1939e+07 9.2327e+02 0.18857
1.7597e-02 3.8994e+00 1.1881e+07 9.2476e+02 0.18858
1.7656e-02 3.8932e+00 1.1825e+07 9.2624e+02 0.18858
1.7716e-02 3.8870e+00 1.1768e+07 9.2771e+02 0.18858
1.7783e-02 3.8800e+00 1.1705e+07 9.2939e+02 0.18858
1.7849e-02 3.8731e+00 1.1642e+07 9.3105e+02 0.18859
1.7916e-02 3.8662e+00 1.1580e+07 9.3271e+02 0.18859
1.7982e-02 3.8594e+00 1.1519e+07 9.3436e+02 0.18859
1.8048e-02 3.8526e+00 1.1458e+07 9.3600e+02 0.18859
1.8113e-02 3.8459e+00 1.1398e+07 9.3764e+02 0.18860
1.8179e-02 3.8392e+00 1.1339e+07 9.3927e+02 0.18860
1.8244e-02 3.8326e+00 1.1280e+07 9.4090e+02 0.18860
1.8309e-02 3.8260e+00 1.1222e+07 9.4252e+02 0.18860
1.8377e-02 3.8190e+00 1.1161e+07 9.4423e+02 0.18861
1.8446e-02 3.8122e+00 1.1101e+07 9.4593e+02 0.18861
1.8514e-02 3.8053e+00 1.1042e+07 9.4763e+02 0.18861
1.8582e-02 3.7985e+00 1.0983e+07 9.4932e+02 0.18861
1.8650e-02 3.7918e+00 1.0924e+07 9.5102e+02 0.18862
1.8717e-02 3.7850e+00 1.0866e+07 9.5271e+02 0.18862
1.8785e-02 3.7783e+00 1.0808e+07 9.5440e+02 0.18862
1.8853e-02 3.7717e+00 1.0751e+07 9.5608e+02 0.18862
1.8920e-02 3.7651e+00 1.0695e+07 9.5777e+02 0.18863
1.8987e-02 3.7585e+00 1.0639e+07 9.5945e+02 0.18863
1.9055e-02 3.7519e+00 1.0583e+07 9.6113e+02 0.18863
1.9122e-02 3.7454e+00 1.0528e+07 9.6280e+02 0.18864
1.9189e-02 3.7388e+00 1.0473e+07 9.6448e+02 0.18864
1.9256e-02 3.7324e+00 1.0419e+07 9.6615e+02 0.18864
1.9323e-02 3.7259e+00 1.0365e+07 9.6782e+02 0.18864
1.9390e-02 3.7195e+00 1.0311e+07 9.6949e+02 0.18865
1.9457e-02 3.7131e+00 1.0258e+07 9.7116e+02 0.18865
1.9524e-02 3.7068e+00 1.0206e+07 9.7282e+02 0.18865
1.9590e-02 3.7005e+00 1.0154e+07 9.7449e+02 0.18866
1.9657e-02 3.6942e+00 1.0102e+07 9.7615e+02 0.18866
1.9723e-02 3.6879e+00 1.0051e+07 9.7781e+02 0.18866
1.9790e-02 3.6816e+00 9.9996e+06 9.7947e+02 0.18866
1.9856e-02 3.6754e+00 9.9491e+06 9.8112e+02 0.18867
1.9922e-02 3.6692e+00 9.8989e+06 9.8278e+02 0.18867
1.9988e-02 3.6632e+00 9.8498e+06 9.8441e+02 0.18867
2.0052e-02 3.6572e+00 9.8015e+06 9.8602e+02 0.18868
2.0116e-02 3.6513e+00 9.7541e+06 9.8762e+02 0.18868
2.0180e-02 3.6454e+00 9.7075e+06 9.8919e+02 0.18868
2.0242e-02 3.6397e+00 9.6617e+06 9.9076e+02 0.18868
2.0304e-02 3.6340e+00 9.6166e+06 9.9230e+02 0.18869
2.0366e-02 3.6284e+00 9.5722e+06 9.9383e+02 0.18869
2.0426e-02 3.6229e+00 9.5285e+06 9.9535e+02 0.18869
2.0487e-02 3.6174e+00 9.4854e+06 9.9686e+02 0.18870
2.0546e-02 3.6120e+00 9.4429e+06 9.9835e+02 0.18870
2.0606e-02 3.6067e+00 9.4010e+06 9.9983e+02 0.18870
2.0665e-02 3.6014e+00 9.3597e+06 1.0013e+03 0.18871
2.0730e-02 3.5955e+00 9.3143e+06 1.0029e+03 0.18871
2.0795e-02 3.5898e+00 9.2695e+06 1.0045e+03 0.18871
2.0859e-02 3.5840e+00 9.2251e+06 1.0061e+03 0.18871
2.0923e-02 3.5783e+00 9.1811e+06 1.0077e+03 0.18872
2.0987e-02 3.5726e+00 9.1375e+06 1.0093e+03 0.18872
2.1051e-02 3.5670e+00 9.0943e+06 1.0109e+03 0.18872
2.1115e-02 3.5614e+00 9.0515e+06 1.0125e+03 0.18873
2.1179e-02 3.5558e+00 9.0090e+06 1.0141e+03 0.18873
2.1242e-02 3.5503e+00 8.9670e+06 1.0157e+03 0.18873
2.1306e-02 3.5448e+00 8.9253e+06 1.0173e+03 0.18874
2.1369e-02 3.5393e+00 8.8839e+06 1.0189e+03 0.18874
2.1432e-02 3.5338e+00 8.8429e+06 1.0204e+03 0.18874
2.1495e-02 3.5284e+00 8.8023e+06 1.0220e+03 0.18875
2.1557e-02 3.5230e+00 8.7620e+06 1.0236e+03 0.18875
2.1620e-02 3.5177e+00 8.7221e+06 1.0251e+03 0.18875
2.1682e-02 3.5123e+00 8.6825e+06 1.0267e+03 0.18876
2.1744e-02 3.5070e+00 8.6432e+06 1.0282e+03 0.18876
2.1806e-02 3.5017e+00 8.6042e+06 1.0298e+03 0.18876
2.1868e-02 3.4965e+00 8.5656e+06 1.0313e+03 0.18877
2.1930e-02 3.4913e+00 8.5273e+06 1.0329e+03 0.18877
2.1992e-02 3.4861e+00 8.4893e+06 1.0344e+03 0.18877
2.2054e-02 3.4809e+00 8.4516e+06 1.0359e+03 0.18878
2.2115e-02 3.4758e+00 8.4142e+06 1.0375e+03 0.18878
2.2176e-02 3.4706e+00 8.3771e+06 1.0390e+03 0.18878
2.2237e-02 3.4656e+00 8.3403e+06 1.0405e+03 0.18879
2.2298e-02 3.4605e+00 8.3037e+06 1.0421e+03 0.18879
2.2359e-02 3.4555e+00 8.2675e+06 1.0436e+03 0.18879
2.2420e-02 3.4504e+00 8.2316e+06 1.0451e+03 0.18880
2.2489e-02 3.4448e+00 8.1911e+06 1.0468e+03 0.18880
2.2557e-02 3.4392e+00 8.1514e+06 1.0485e+03 0.18880
2.2625e-02 3.4337e+00 8.1121e+06 1.0502e+03 0.18881
2.2692e-02 3.4282e+00 8.0732e+06 1.0519e+03 0.18881
2.2759e-02 3.4227e+00 8.0348e+06 1.0536e+03 0.18882
2.2826e-02 3.4173e+00 7.9968e+06 1.0552e+03 0.18882
2.2893e-02 3.4120e+00 7.9592e+06 1.0569e+03 0.18882
2.2959e-02 3.4066e+00 7.9220e+06 1.0585e+03 0.18883
2.3025e-02 3.4013e+00 7.8852e+06 1.0602e+03 0.18883
2.3090e-02 3.3961e+00 7.8488e+06 1.0618e+03 0.18884
2.3156e-02 3.3909e+00 7.8127e+06 1.0634e+03 0.18884
2.3221e-02 3.3857e+00 7.7770e+06 1.0651e+03 0.18884
2.3286e-02 3.3806e+00 7.7417e+06 1.0667e+03 0.18885
2.3350e-02 3.3755e+00 7.7067e+06 1.0683e+03 0.18885
2.3415e-02 3.3704e+00 7.6720e+06 1.0699e+03 0.18885
2.3479e-02 3.3654e+00 7.6377e+06 1.0715e+03 0.18886
2.3543e-02 3.3604e+00 7.6037e+06 1.0731e+03 0.18886
2.3606e-02 3.3554e+00 7.5701e+06 1.0747e+03 0.18887
2.3670e-02 3.3505e+00 7.5367e+06 1.0763e+03 0.18887
2.3733e-02 3.3456e+00 7.5037e+06 1.0779e+03 0.18887
2.3796e-02 3.3407e+00 7.4710e+06 1.0794e+03 0.18888
2.3859e-02 3.3359e+00 7.4385e+06 1.0810e+03 0.18888
2.3921e-02 3.3311e+00 7.4064e+06 1.0826e+03 0.18888
2.3984e-02 3.3263e+00 7.3745e+06 1.0841e+03 0.18889
2.4046e-02 3.3215e+00 7.3429e+06 1.0857e+03 0.18889
2.4108e-02 3.3168e+00 7.3116e+06 1.0872e+03 0.18890
2.4170e-02 3.3121e+00 7.2806e+06 1.0888e+03 0.18890
2.4231e-02 3.3074e+00 7.2498e+06 1.0903e+03 0.18890
2.4293e-02 3.3028e+00 7.2193e+06 1.0918e+03 0.18891
2.4354e-02 3.2982e+00 7.1891e+06 1.0934e+03 0.18891
2.4415e-02 3.2936e+00 7.1591e+06 1.0949e+03 0.18892
2.4476e-02 3.2890e+00 7.1293e+06 1.0964e+03 0.18892
2.4537e-02 3.2845e+00 7.0998e+06 1.0979e+03 0.18892
2.4598e-02 3.2799e+00 7.0706e+06 1.0994e+03 0.18893
2.4658e-02 3.2754e+00 7.0415e+06 1.1009e+03 0.18893
2.4718e-02 3.2710e+00 7.0128e+06 1.1024e+03 0.18894
2.4779e-02 3.2665e+00 6.9842e+06 1.1039e+03 0.18894
2.4839e-02 3.2621e+00 6.9558e+06 1.1054e+03 0.18894
2.4898e-02 3.2577e+00 6.9277e+06 1.1069e+03 0.18895
2.4958e-02 3.2533e+00 6.8998e+06 1.1084e+03 0.18895
2.5018e-02 3.2490e+00 6.8721e+06 1.1099e+03 0.18896
2.5077e-02 3.2446e+00 6.8447e+06 1.1114e+03 0.18896
2.5136e-02 3.2403e+00 6.8174e+06 1.1129e+03 0.18896
2.5196e-02 3.2360e+00 6.7903e+06 1.1143e+03 0.18897
2.5255e-02 3.2317e+00 6.7635e+06 1.1158e+03 0.18897
2.5314e-02 3.2275e+00 6.7368e+06 1.1173e+03 0.18898
2.5372e-02 3.2233e+00 6.7103e+06 1.1188e+03 0.18898
2.5431e-02 3.2190e+00 6.6840e+06 1.1202e+03 0.18898
2.5490e-02 3.2148e+00 6.6580e+06 1.1217e+03 0.18899
2.5548e-02 3.2107e+00 6.6321e+06 1.1231e+03 0.18899
2.5606e-02 3.2065e+00 6.6063e+06 1.1246e+03 0.18900
2.5665e-02 3.2024e+00 6.5808e+06 1.1260e+03 0.18900
2.5723e-02 3.1983e+00 6.5554e+06 1.1275e+03 0.18900
2.5781e-02 3.1942e+00 6.5303e+06 1.1289e+03 0.18901
2.5839e-02 3.1901e+00 6.5053e+06 1.1304e+03 0.18901
2.5896e-02 3.1860e+00 6.4804e+06 1.1318e+03 0.18902
2.5954e-02 3.1820e+00 6.4558e+06 1.1333e+03 0.18902
2.6012e-02 3.1779e+00 6.4313e+06 1.1347e+03 0.18902
2.6069e-02 3.1739e+00 6.4069e+06 1.1361e+03 0.18903
2.6127e-02 3.1699e+00 6.3828e+06 1.1376e+03 0.18903
2.6184e-02 3.1659e+00 6.3587e+06 1.1390e+03 0.18904
2.6241e-02 3.1620e+00 6.3349e+06 1.1404e+03 0.18904
2.6298e-02 3.1580e+00 6.3112e+06 1.1419e+03 0.18904
2.6355e-02 3.1541e+00 6.2876e+06 1.1433e+03 0.18905
2.6412e-02 3.1502e+00 6.2642e+06 1.1447e+03 0.18905
2.6469e-02 3.1463e+00 6.2410e+06 1.1461e+03 0.18906
2.6526e-02 3.1424e+00 6.2179e+06 1.1475e+03 0.18906
2.6583e-02 3.1385e+00 6.1950e+06 1.1490e+03 0.18907
2.6639e-02 3.1347e+00 6.1722e+06 1.1504e+03 0.18907
2.6696e-02 3.1308e+00 6.1495e+06 1.1518e+03 0.18907
2.6753e-02 3.1270e+00 6.1270e+06 1.1532e+03 0.18908
2.6809e-02 3.1232e+00 6.1046e+06 1.1546e+03 0.18908
2.6865e-02 3.1194e+00 6.0823e+06 1.1560e+03 0.18909
2.6922e-02 3.1156e+00 6.0602e+06 1.1574e+03 0.18909
2.6978e-02 3.1118e+00 6.0383e+06 1.1588e+03 0.18910
2.7034e-02 3.1081e+00 6.0164e+06 1.1602e+03 0.18910
2.7090e-02 3.1043e+00 5.9947e+06 1.1616e+03 0.18910
2.7146e-02 3.1006e+00 5.9731e+06 1.1630e+03 0.18911
2.7202e-02 3.0969e+00 5.9517e+06 1.1644e+03 0.18911
2.7258e-02 3.0932e+00 5.9303e+06 1.1658e+03 0.18912
2.7322e-02 3.0890e+00 5.9061e+06 1.1674e+03 0.18912
2.7385e-02 3.0848e+00 5.8821e+06 1.1690e+03 0.18913
2.7448e-02 3.0806e+00 5.8584e+06 1.1706e+03 0.18913
2.7512e-02 3.0765e+00 5.8347e+06 1.1721e+03 0.18914
2.7575e-02 3.0723e+00 5.8113e+06 1.1737e+03 0.18914
2.7638e-02 3.0682e+00 5.7879e+06 1.1753e+03 0.18915
2.7701e-02 3.0641e+00 5.7648e+06 1.1769e+03 0.18915
2.7764e-02 3.0600e+00 5.7417e+06 1.1784e+03 0.18916
2.7827e-02 3.0560e+00 5.7189e+06 1.1800e+03 0.18916
2.7890e-02 3.0519e+00 5.6962e+06 1.1816e+03 0.18917
2.7952e-02 3.0479e+00 5.6736e+06 1.1831e+03 0.18917
2.8015e-02 3.0439e+00 5.6511e+06 1.1847e+03 0.18918
2.8078e-02 3.0399e+00 5.6288e+06 1.1863e+03 0.18918
2.8140e-02 3.0359e+00 5.6067e+06 1.1878e+03 0.18919
2.8203e-02 3.0319e+00 5.5847e+06 1.1894e+03 0.18919
2.8265e-02 3.0279e+00 5.5628e+06 1.1909e+03 0.18920
2.8327e-02 3.0240e+00 5.5410e+06 1.1925e+03 0.18920
2.8390e-02 3.0200e+00 5.5194e+06 1.1940e+03 0.18921
2.8452e-02 3.0161e+00 5.4979e+06 1.1956e+03 0.18921
2.8514e-02 3.0122e+00 5.4766e+06 1.1971e+03 0.18922
2.8576e-02 3.0083e+00 5.4553e+06 1.1987e+03 0.18922
2.8639e-02 3.0044e+00 5.4342e+06 1.2002e+03 0.18923
2.8701e-02 3.0005e+00 5.4132e+06 1.2018e+03 0.18923
2.8785e-02 2.9953e+00 5.3850e+06 1.2039e+03 0.18924
